name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BENCH_FOLLY_APPEND/1",6439821,125.682,125.682,ns,,,,,
"BENCH_FOLLY_APPEND/1",6439821,126.708,126.708,ns,,,,,
"BENCH_FOLLY_APPEND/1",6439821,126.598,126.598,ns,,,,,
"BENCH_FOLLY_APPEND/1",6439821,126.926,126.925,ns,,,,,
"BENCH_FOLLY_APPEND/1",6439821,124.236,124.236,ns,,,,,
"BENCH_FOLLY_APPEND/1_mean",10,120.383,120.382,ns,,,,,
"BENCH_FOLLY_APPEND/1_median",10,124.959,124.959,ns,,,,,
"BENCH_FOLLY_APPEND/1_stddev",10,8.05642,8.0559,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,35.3897,35.3898,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,33.5167,33.5168,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,34.4015,34.4016,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,34.4855,34.4854,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,34.7643,34.7644,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,34.2559,34.256,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,35.4205,35.4206,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,36.8266,36.8267,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,35.3853,35.3846,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3",20986220,32.6052,32.6052,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3_mean",10,34.7051,34.7051,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3_median",10,34.6249,34.6249,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/3_stddev",10,1.16005,1.16001,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,33.1398,33.1399,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,33.1738,33.1739,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,35.2784,35.2784,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,35.7432,35.7431,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,34.6685,34.6686,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,38.4555,38.4556,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,35.6817,35.6818,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,34.323,34.3231,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,34.7302,34.7302,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2",21241224,34.487,34.4871,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2_mean",10,34.9681,34.9682,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2_median",10,34.6993,34.6994,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/2_stddev",10,1.51747,1.51746,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,40.7045,40.7036,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,41.7503,41.7504,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,41.7614,41.7615,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,41.7734,41.7732,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,41.231,41.2311,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,40.7405,40.7406,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,41.6728,41.6729,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,42.2577,42.2578,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,42.8179,42.818,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1",16232475,47.3901,47.3899,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1_mean",10,42.21,42.2099,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1_median",10,41.7559,41.756,ns,,,,,
"BENCH_FOLLY_APPEND_RESERVE/1_stddev",10,1.92876,1.92878,ns,,,,,
"BENCH_C_STRCAT/3",10000000,50.3575,50.3576,ns,,,,,
"BENCH_C_STRCAT/3",10000000,50.5752,50.5748,ns,,,,,
"BENCH_C_STRCAT/3",10000000,49.2395,49.2397,ns,,,,,
"BENCH_C_STRCAT/3",10000000,51.3301,51.3298,ns,,,,,
"BENCH_C_STRCAT/3",10000000,52.0618,52.0619,ns,,,,,
"BENCH_C_STRCAT/3",10000000,48.53,48.5302,ns,,,,,
"BENCH_C_STRCAT/3",10000000,48.0511,48.0513,ns,,,,,
"BENCH_C_STRCAT/3",10000000,47.987,47.9867,ns,,,,,
"BENCH_C_STRCAT/3",10000000,48.4534,48.4535,ns,,,,,
"BENCH_C_STRCAT/3",10000000,47.4634,47.4635,ns,,,,,
"BENCH_C_STRCAT/3_mean",10,49.4049,49.4049,ns,,,,,
"BENCH_C_STRCAT/3_median",10,48.8848,48.8849,ns,,,,,
"BENCH_C_STRCAT/3_stddev",10,1.57599,1.57591,ns,,,,,
"BENCH_C_STRCAT/2",11754802,60.3435,60.3437,ns,,,,,
"BENCH_C_STRCAT/2",11754802,60.6261,60.6263,ns,,,,,
"BENCH_C_STRCAT/2",11754802,62.9004,62.9005,ns,,,,,
"BENCH_C_STRCAT/2",11754802,62.8874,62.8872,ns,,,,,
"BENCH_C_STRCAT/2",11754802,62.6112,62.6114,ns,,,,,
"BENCH_C_STRCAT/2",11754802,63.513,63.5131,ns,,,,,
"BENCH_C_STRCAT/2",11754802,63.6103,63.6104,ns,,,,,
"BENCH_C_STRCAT/2",11754802,62.4107,62.4108,ns,,,,,
"BENCH_C_STRCAT/2",11754802,62.898,62.8982,ns,,,,,
"BENCH_C_STRCAT/2",11754802,61.8489,61.8487,ns,,,,,
"BENCH_C_STRCAT/2_mean",10,62.3649,62.365,ns,,,,,
"BENCH_C_STRCAT/2_median",10,62.7493,62.7493,ns,,,,,
"BENCH_C_STRCAT/2_stddev",10,1.11312,1.11312,ns,,,,,
"BENCH_C_STRCAT/1",11922110,60.2138,60.2139,ns,,,,,
"BENCH_C_STRCAT/1",11922110,58.0657,58.0658,ns,,,,,
"BENCH_C_STRCAT/1",11922110,57.3041,57.3043,ns,,,,,
"BENCH_C_STRCAT/1",11922110,56.9832,56.9798,ns,,,,,
"BENCH_C_STRCAT/1",11922110,55.9528,55.9523,ns,,,,,
"BENCH_C_STRCAT/1",11922110,57.6377,57.6378,ns,,,,,
"BENCH_C_STRCAT/1",11922110,56.6534,56.6516,ns,,,,,
"BENCH_C_STRCAT/1",11922110,57.7984,57.7985,ns,,,,,
"BENCH_C_STRCAT/1",11922110,58.4413,58.4411,ns,,,,,
"BENCH_C_STRCAT/1",11922110,56.1969,56.197,ns,,,,,
"BENCH_C_STRCAT/1_mean",10,57.5247,57.5242,ns,,,,,
"BENCH_C_STRCAT/1_median",10,57.4709,57.4711,ns,,,,,
"BENCH_C_STRCAT/1_stddev",10,1.23767,1.23807,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,133.309,133.308,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,127.598,127.598,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,126.734,126.734,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,126.785,126.785,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,127.492,127.492,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,127.229,127.23,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,131.732,131.731,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,130.754,130.754,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,132.49,132.49,ns,,,,,
"BENCH_C_SNPRINTF/3",5439698,132.892,132.892,ns,,,,,
"BENCH_C_SNPRINTF/3_mean",10,129.701,129.702,ns,,,,,
"BENCH_C_SNPRINTF/3_median",10,129.176,129.176,ns,,,,,
"BENCH_C_SNPRINTF/3_stddev",10,2.76747,2.76734,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,128.343,128.343,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,128.518,128.513,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,128.779,128.779,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,133.255,133.255,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,133.199,133.2,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,133.558,133.561,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,133.511,133.511,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,135.791,135.788,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,142.052,142.053,ns,,,,,
"BENCH_C_SNPRINTF/2",5464679,134.833,134.833,ns,,,,,
"BENCH_C_SNPRINTF/2_mean",10,133.184,133.184,ns,,,,,
"BENCH_C_SNPRINTF/2_median",10,133.383,133.383,ns,,,,,
"BENCH_C_SNPRINTF/2_stddev",10,4.12341,4.12388,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,135.988,135.988,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,135.15,135.151,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,131.729,131.726,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,130.296,130.296,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,137.294,137.294,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,135.094,135.095,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,130.438,130.438,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,130.684,130.683,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,131.59,131.59,ns,,,,,
"BENCH_C_SNPRINTF/1",5380780,130.882,130.883,ns,,,,,
"BENCH_C_SNPRINTF/1_mean",10,132.915,132.914,ns,,,,,
"BENCH_C_SNPRINTF/1_median",10,131.66,131.658,ns,,,,,
"BENCH_C_SNPRINTF/1_stddev",10,2.65901,2.65928,ns,,,,,
"BENCH_FMT/3",11479683,62.7764,62.7765,ns,,,,,
"BENCH_FMT/3",11479683,63.9137,63.9138,ns,,,,,
"BENCH_FMT/3",11479683,63.6552,63.6553,ns,,,,,
"BENCH_FMT/3",11479683,66.7396,66.7378,ns,,,,,
"BENCH_FMT/3",11479683,64.5841,64.5843,ns,,,,,
"BENCH_FMT/3",11479683,62.2712,62.2713,ns,,,,,
"BENCH_FMT/3",11479683,62.4239,62.4167,ns,,,,,
"BENCH_FMT/3",11479683,64.8404,64.7182,ns,,,,,
"BENCH_FMT/3",11479683,64.6458,64.5629,ns,,,,,
"BENCH_FMT/3",11479683,64.8202,64.706,ns,,,,,
"BENCH_FMT/3_mean",10,64.0671,64.0343,ns,,,,,
"BENCH_FMT/3_median",10,64.2489,64.2384,ns,,,,,
"BENCH_FMT/3_stddev",10,1.36195,1.34472,ns,,,,,
"BENCH_FMT/2",11060889,67.2719,67.272,ns,,,,,
"BENCH_FMT/2",11060889,69.0515,69.0494,ns,,,,,
"BENCH_FMT/2",11060889,67.7911,67.7908,ns,,,,,
"BENCH_FMT/2",11060889,61.3563,61.3561,ns,,,,,
"BENCH_FMT/2",11060889,64.3765,64.3607,ns,,,,,
"BENCH_FMT/2",11060889,64.5196,64.5193,ns,,,,,
"BENCH_FMT/2",11060889,62.4922,62.4883,ns,,,,,
"BENCH_FMT/2",11060889,62.1554,62.1542,ns,,,,,
"BENCH_FMT/2",11060889,62.3159,62.3108,ns,,,,,
"BENCH_FMT/2",11060889,63.6306,63.6293,ns,,,,,
"BENCH_FMT/2_mean",10,64.4961,64.4931,ns,,,,,
"BENCH_FMT/2_median",10,64.0036,63.995,ns,,,,,
"BENCH_FMT/2_stddev",10,2.67049,2.67112,ns,,,,,
"BENCH_FMT/1",10885098,66.9876,66.9844,ns,,,,,
"BENCH_FMT/1",10885098,64.3868,64.3865,ns,,,,,
"BENCH_FMT/1",10885098,64.949,64.9471,ns,,,,,
"BENCH_FMT/1",10885098,66.3576,66.3577,ns,,,,,
"BENCH_FMT/1",10885098,65.6597,65.6599,ns,,,,,
"BENCH_FMT/1",10885098,68.6698,68.6696,ns,,,,,
"BENCH_FMT/1",10885098,67.8662,67.8664,ns,,,,,
"BENCH_FMT/1",10885098,67.0064,67.0066,ns,,,,,
"BENCH_FMT/1",10885098,67.4362,67.4364,ns,,,,,
"BENCH_FMT/1",10885098,66.6089,66.6091,ns,,,,,
"BENCH_FMT/1_mean",10,66.5928,66.5923,ns,,,,,
"BENCH_FMT/1_median",10,66.7982,66.7967,ns,,,,,
"BENCH_FMT/1_stddev",10,1.311,1.31121,ns,,,,,
